Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1962","1962","kg/ha","3333.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1962","1962","t","1000000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1963","1963","kg/ha","3333.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1963","1963","t","1000000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1964","1964","kg/ha","3333.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1964","1964","t","1000000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1965","1965","kg/ha","3333.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1965","1965","t","1000000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1966","1966","kg/ha","3333.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1966","1966","t","1000000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1967","1967","kg/ha","3333.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1967","1967","t","1000000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1968","1968","kg/ha","3333.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1968","1968","t","1000000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1969","1969","kg/ha","3333.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1969","1969","t","1000000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1970","1970","kg/ha","3333.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1970","1970","t","1500000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1971","1971","kg/ha","3333.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1971","1971","t","1500000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1972","1972","kg/ha","3333.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1972","1972","t","1500000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1973","1973","kg/ha","3333.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1973","1973","t","1500000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1974","1974","kg/ha","3333.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1974","1974","t","1500000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1975","1975","kg/ha","3333.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1975","1975","t","1500000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1976","1976","kg/ha","3333.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1976","1976","t","1500000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1977","1977","kg/ha","3333.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1977","1977","t","1500000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1978","1978","kg/ha","3333.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1978","1978","t","1500000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1979","1979","kg/ha","3272.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1979","1979","t","1800000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1980","1980","kg/ha","3272.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1980","1980","t","1800000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1981","1981","kg/ha","3272.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1981","1981","t","1800000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1982","1982","kg/ha","3272.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1982","1982","t","1800000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1983","1983","kg/ha","3508.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1983","1983","t","2000000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1984","1984","kg/ha","3508.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1984","1984","t","2000000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1985","1985","kg/ha","3508.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1985","1985","t","2000000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1986","1986","kg/ha","3508.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1986","1986","t","2000000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1987","1987","kg/ha","3508.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1987","1987","t","2000000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1988","1988","kg/ha","3508.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1988","1988","t","2000000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1989","1989","kg/ha","3501.7","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1989","1989","t","2024000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1990","1990","kg/ha","3591.4","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1990","1990","t","2083000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1991","1991","kg/ha","3968.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1991","1991","t","2500000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1992","1992","kg/ha","4230.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1992","1992","t","2750000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1993","1993","kg/ha","4370.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1993","1993","t","2972000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1994","1994","kg/ha","4142.2","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1994","1994","t","2651000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1995","1995","kg/ha","4226.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1995","1995","t","2720000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1996","1996","kg/ha","4337.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1996","1996","t","2863000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1997","1997","kg/ha","4400","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1997","1997","t","2992000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1998","1998","kg/ha","4436.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1998","1998","t","3150000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","1999","1999","kg/ha","4438.4","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","1999","1999","t","3240000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2000","2000","kg/ha","4466.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2000","2000","t","3250000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2001","2001","kg/ha","4481.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2001","2001","t","3238710.32","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2002","2002","kg/ha","4491.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2002","2002","t","3256284.13","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2003","2003","kg/ha","4512.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2003","2003","t","3279440.52","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2004","2004","kg/ha","4529.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2004","2004","t","3301547.08","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2005","2005","kg/ha","4517.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2005","2005","t","3302610.98","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2006","2006","kg/ha","4565.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2006","2006","t","3300000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2007","2007","kg/ha","4542.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2007","2007","t","3325000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2008","2008","kg/ha","4717.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2008","2008","t","3400000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2009","2009","kg/ha","4871.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2009","2009","t","3800000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2010","2010","kg/ha","4810.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2010","2010","t","3800000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2011","2011","kg/ha","4779.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2011","2011","t","3800000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2012","2012","kg/ha","4875","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2012","2012","t","3900000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2013","2013","kg/ha","4779.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2013","2013","t","3800000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2014","2014","kg/ha","4781.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2014","2014","t","3858831.35","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2015","2015","kg/ha","4906.2","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2015","2015","t","3974126.05","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2016","2016","kg/ha","4931.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2016","2016","t","4040573.16","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2017","2017","kg/ha","4944.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2017","2017","t","4074478.51","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2018","2018","kg/ha","4964.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2018","2018","t","4121163.19","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2019","2019","kg/ha","4987.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2019","2019","t","4175608.24","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2020","2020","kg/ha","5029","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2020","2020","t","4228448.44","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2021","2021","kg/ha","5040.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2021","2021","t","4243902.98","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2022","2022","kg/ha","4982.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2022","2022","t","4215986.56","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2023","2023","kg/ha","4974.2","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2023","2023","t","4229445.99","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1961","1961","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1962","1962","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1963","1963","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1964","1964","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1965","1965","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1966","1966","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1967","1967","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1968","1968","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1969","1969","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1970","1970","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1971","1971","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1972","1972","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1973","1973","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1974","1974","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1975","1975","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1976","1976","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1977","1977","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1978","1978","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1979","1979","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1980","1980","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1981","1981","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1982","1982","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1983","1983","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1984","1984","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1985","1985","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1986","1986","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1987","1987","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1988","1988","t","10","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1989","1989","t","10","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1990","1990","t","11","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01929.90","Other fibre crops, raw, n.e.c.","1991","1991","kg/ha","4800","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1991","1991","t","12","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01929.90","Other fibre crops, raw, n.e.c.","1992","1992","kg/ha","5000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1992","1992","t","10","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01929.90","Other fibre crops, raw, n.e.c.","1993","1993","kg/ha","5000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1993","1993","t","20","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1994","1994","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1995","1995","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1996","1996","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1997","1997","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1998","1998","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","1999","1999","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2000","2000","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2001","2001","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2002","2002","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2003","2003","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2004","2004","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2005","2005","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2006","2006","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2007","2007","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2008","2008","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2009","2009","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2010","2010","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2011","2011","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2012","2012","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2013","2013","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2014","2014","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2015","2015","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2016","2016","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2017","2017","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2018","2018","t","","M","Missing value (data cannot exist, not applicable)",""
